symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,categories
CVCUSDT,CVC,Speculative,,0.03105,193378.62489,-3.271,54.31680644166934,0.0002420313885558348,0.0304482,0.044272650000000004,0.4487363386173147,0.37041107935810075,0.31501428885469335,0.6405162103364506,0.8349969105621418,0.029190833333333333,0.0413325,doji_4h,0,0,neutre,365,0,0,30,,,17.0,66.0,71.0,47.0,50,50.75,False,
COTIUSDT,COTI,Speculative,528,0.01486,818331.08992,-3.694,63.14404719276427,0.00015453621830045447,0.012959799999999999,0.022553800000000002,0.6659603934908112,0.4837230628152224,0.30903255387436956,0.8109315727333417,0.7606100210788425,0.011522777777777778,0.017274722222222223,macd_bullish_cross|macd_bearish_cross|resistance_test,1,2,baissier,365,0,0,60,,,17.0,66.0,60.5,63.5,37.5,50.6,False,Smart Contract Platform|Ethereum Ecosystem|Layer 2 (L2)|Zero Knowledge (ZK)|Alleged SEC Securities
QKCUSDT,QKC,Speculative,,0.003249,93652.591337,-1.005,63.975337818515776,3.549230723146033e-05,0.0031163000000000002,0.00408559,0.321416234664748,0.30648610121168923,0.22618199097172728,0.4786830705689571,0.7002977020766381,0.002974361111111111,0.004043777777777778,double_bottom_90d,1,0,haussier,365,0,0,30,,,17.0,57.0,75.5,47.0,62.5,50.6,False,
AEURUSDT,AEUR,Speculative,,1.1603,6315.25283,-0.258,57.93361559927349,0.0012260673763909318,1.150494,1.1523014999999999,0.0720662668433244,0.07342371773930077,0.05153544593270168,0.13401122310136163,0.3190735341689207,1.1402194444444445,1.1955777777777776,death_cross|doji_4h,0,1,baissier,365,0,0,30,,,17.0,57.0,100.0,47.0,37.5,50.52,False,
EDUUSDT,EDU,Speculative,581,0.0497,2543156.8583,0.0,35.86642542118528,0.0020959550322514515,0.07199,0.13202,0.7156081613374797,0.7355223880597015,0.7038805970149253,5.219257721319009,0.5436923246801726,0.04870555555555556,0.1539611111111111,,0,0,neutre,365,0,0,60,,,17.0,55.0,55.0,74.0,50,50.45,False,Education|BNB Chain Ecosystem|Polygon Ecosystem|Ethereum Ecosystem|Binance Launchpad
METUSDT,MET,Mid,356,0.1477,900858.42536,-2.765,53.60486905943717,0.00325356188171441,0.149814,,0.9160723333614563,0.5559832050384884,0.4804058782365291,0.9561046006031572,0.6257264701836475,0.13319166666666668,0.2574111111111111,,0,0,neutre,157,0,0,60,,,25.3,54.0,59.5,63.5,50,50.39,False,Decentralized Exchange (DEX)|Exchange-based Tokens|Decentralized Finance (DeFi)|Solana Ecosystem|Launchpad
SXTUSDT,SXT,Speculative,509,0.01699,1968344.93029,-4.604,51.20597964068377,0.00016670882823779503,0.017145399999999998,0.03169485,0.6791450281812171,0.5658682634730539,0.4901197604790419,0.9608789186005833,0.5266911271759401,0.0159375,0.028783333333333334,support_bounce,1,0,haussier,346,0,0,60,,,16.5,46.0,59.5,74.0,62.5,50.2,False,Smart Contract Platform|Ethereum Ecosystem|Zero Knowledge (ZK)|Base Ecosystem
ALTUSDT,ALT,Speculative,517,0.00731,1067497.0347,-3.562,57.11867787962402,0.00014566290643175348,0.0070064,0.01243735,0.789131523678838,0.5036794766966476,0.39820114472608337,0.9036482389160789,0.7370272764867177,0.006430555555555556,0.010811944444444445,downtrend|doji_4h,0,1,baissier,365,0,0,30,,,17.0,66.0,51.5,68.0,37.5,50.15,False,Smart Contract Platform|BNB Chain Ecosystem|Binance Launchpool|Ethereum Ecosystem|Layer 2 (L2)
WBETHUSDT,WBETH,Speculative,,2583.17,774518.770542,-3.227,60.35297486765728,22.378377863875187,2327.9858,3111.7219,0.5721746294202992,0.42979822260862555,0.2551048902732877,0.45211322997757125,0.9389650181001113,2089.4983333333334,3039.820277777778,,0,0,neutre,365,0,0,30,,,17.0,57.0,69.5,57.5,50,49.92,False,
COSUSDT,COS,Speculative,,0.001214,3215405.3525664,-1.859,46.93867175704781,-1.2302922629542893e-06,0.00132074,0.0015033650000000002,1.1362747118716239,0.48876404494382025,0.46153846153846156,5.406938690974863,0.14048337894570342,0.0009766388888888889,0.0016786944444444445,evening_star_4h,0,1,baissier,365,0,0,30,,,17.0,64.0,52.0,68.0,37.5,49.62,False,
BEAMXUSDT,BEAMX,Speculative,,0.002006,673029.642561,-2.574,61.0597546644966,3.343817561968213e-05,0.0018748999999999999,0.003294665,0.5370931307787411,0.5237237237237238,0.39879879879879887,0.7437782413664207,0.7361921176327249,0.0017285277777777776,0.002859138888888889,downtrend,0,1,baissier,365,0,0,30,,,17.0,66.0,62.0,57.5,37.5,49.62,False,
SCUSDT,SC,Mid,477,0.000986,185203.755301,-2.279,52.806361253808625,1.0453300164573364e-05,0.00100362,0.0015122900000000001,0.4205054967929925,0.44360902255639095,0.37781954887218044,0.9784229377972714,0.8622126995127422,0.0009358888888888889,0.0014488055555555556,doji_4h,0,0,neutre,3969,0,0,30,,,41.0,46.0,71.0,47.0,50,49.55,False,Smart Contract Platform|Storage|DePIN|Paradigm Portfolio|Proof of Work (PoW)
ZKUSDT,ZK,Mid,208,0.01629,2986403.09307,-8.174,47.382345932146855,0.0002509549846051629,0.01765,0.030844649999999998,0.771422107496612,0.5377942998760843,0.49938042131350685,0.6127687553499378,0.4571322570093308,0.015781944444444446,0.027755555555555554,downtrend,0,1,baissier,365,0,0,60,,,31.0,46.0,59.5,74.0,37.5,49.35,False,Smart Contract Platform|Ethereum Ecosystem|Layer 2 (L2)|Zero Knowledge (ZK)|ZkSync Ecosystem
KERNELUSDT,KERNEL,Speculative,,0.0822,1154158.48329,-0.605,44.21690756411079,-0.0015609345058752184,0.089568,0.096309,1.7976933129986505,0.3616473616473617,0.3112970711297071,1.065081633998113,0.4281672995016184,0.05981388888888888,0.10456944444444444,rsi_bullish_divergence|uptrend,2,0,haussier,365,0,0,30,,,17.0,46.0,47.5,68.0,75.0,49.17,False,
ZKPUSDT,ZKP,Speculative,,0.0732,640231.78722,-6.752,48.82235909662007,0.001220025097453439,0.077802,,0.544002442626009,0.4816262705238468,0.4237685691946834,0.6036820942145339,0.3800599262037438,0.06981666666666667,0.11636111111111111,,0,0,neutre,102,0,0,30,,,9.8,54.0,79.0,57.5,50,49.01,False,
AWEUSDT,AWE,Mid,272,0.05463,205295.13125,-3.395,62.27250957867637,0.0008404140713784146,0.0511864,0.06177025,0.39989301651777553,0.5285771785067418,0.44596498289394243,0.40805177173401014,0.2548896017366943,0.04884722222222222,0.080025,downtrend|doji_4h,0,1,baissier,333,0,0,60,,,30.1,57.0,64.0,53.0,37.5,48.95,False,Artificial Intelligence (AI)|Infrastructure|Decentralized Finance (DeFi)|Derivatives|Synthetic Issuer
THEUSDT,THE,Speculative,,0.1118,7575762.56066,3.232,43.256828262159,0.005748795976962023,0.16450800000000002,0.21503499999999998,1.137985433653687,0.6772976680384087,0.6172839506172839,10.608055386924645,0.13442731745866662,0.10113888888888889,0.28720277777777775,double_bottom_90d|evening_star_4h,1,1,mixte,365,0,0,30,,,17.0,55.0,38.5,78.5,50.0,48.88,False,
TUSDUSDT,TUSD,Mid,104,0.9991,21623.7708,0.0,48.49387477624594,-8.442531360878373e-07,0.999294,0.998278,0.005517895236053526,0.001999200319872053,0.0012994802079168012,0.08211989431558389,0.22114679741845467,0.9983749999999999,1.000711111111111,macd_bearish_cross|resistance_test|uptrend|doji_4h,1,2,baissier,365,0,0,30,,,31.0,45.0,94.0,47.0,37.5,48.82,False,
SAHARAUSDT,SAHARA,Mid,366,0.02238,796567.66858,-4.563,48.44908975099842,0.00012448124592665926,0.0241652,0.04046155,0.8255374875009658,0.42078025477707004,0.24282855236824544,0.3816529387772073,0.36977182461355124,0.01519972222222222,0.02777888888888889,macd_bullish_cross,1,0,haussier,297,0,0,30,,,29.1,37.0,73.0,57.5,62.5,48.75,False,
BREVUSDT,BREV,Speculative,624,0.1317,1627447.15138,0.076,58.24581009490852,0.002674302371615502,0.12664,,0.7664338556282086,0.6047197640117994,0.5103244837758112,1.0,0.5110156880518633,0.11303611111111111,0.21275,,0,0,neutre,103,0,0,60,,,9.8,54.0,55.0,74.0,50,48.71,False,Infrastructure|Smart Contract Platform|BNB Chain Ecosystem|Zero Knowledge (ZK)|Base Ecosystem
BARUSDT,BAR,Speculative,,0.495,651189.50423,-4.255,38.989498731445025,-0.005470970040056625,0.52972,0.60127,0.5195755882610978,0.23601398601398596,0.13240418118466893,1.2914046554021417,0.6118910836664538,0.4756944444444444,0.5676944444444444,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,46.0,95.5,57.5,37.5,48.65,False,
FFUSDT,FF,Mid,199,0.0722,2359471.15772,-3.178,46.20579805245572,-0.0006044589424410553,0.074328,0.10193210000000001,1.7719324880402874,0.3426904848705796,0.3426904848705796,1.1374603918796642,0.2455276621097423,0.07028777777777778,0.09043944444444445,macd_bearish_cross,0,1,baissier,202,0,0,60,,,26.5,55.0,41.5,74.0,37.5,48.46,False,Decentralized Exchange (DEX)|Exchange-based Tokens|Decentralized Finance (DeFi)|BNB Chain Ecosystem|Ethereum Ecosystem
TWTUSDT,TWT,Mid,194,0.4139,791429.5873,-4.938,46.44455784955146,0.006553828500439597,0.45721000000000006,0.8498269999999999,0.8053312495680006,0.6088975272648742,0.5509124284634488,0.6323001498792242,0.4563501582063234,0.39919444444444446,0.8077027777777778,,0,0,neutre,365,0,0,60,,,31.0,46.0,55.0,63.5,50,48.45,False,BNB Chain Ecosystem|Wallets|Account Abstraction|Energi Ecosystem
EULUSDT,EUL,Speculative,595,1.433,4504513.01309,0.844,68.8455926730798,0.06212964857548056,0.98256,,1.4367731523975023,0.6955980066445182,0.38662790697674415,1.3396971112745912,0.5715697931709597,0.8161944444444444,1.7717222222222222,,0,0,neutre,188,0,0,60,,,12.2,54.0,49.0,74.0,50,48.28,False,BNB Chain Ecosystem|Lending/Borrowing Protocols|Avalanche Ecosystem|Arbitrum Ecosystem|Ethereum Ecosystem
WBTCUSDT,WBTC,Speculative,,75702.44,1748871.8904015,-2.129,63.738067449899425,659.2058835152843,70089.86379999999,86671.84330000001,0.4172031969765123,0.32089803788278876,0.17791213472493778,0.24947324750374192,0.9998223782424539,65330.338055555556,84828.64166666666,resistance_test|downtrend|doji_4h,0,2,baissier,365,0,0,30,,,17.0,57.0,69.5,68.0,25.0,48.27,False,
NOMUSDT,NOM,Speculative,,0.00341,14742879.48938,12.541,45.546034502452486,-0.00030828807108284316,0.0037722,0.01010745,3.940089143147648,0.8728755948334467,0.7681849082256968,13.321458623309889,0.19989974819762907,0.002655,0.009213055555555556,support_bounce|downtrend,1,1,mixte,200,0,0,30,,,12.5,64.0,22.0,78.5,50.0,48.2,False,
STOUSDT,STO,Speculative,,0.0938,9482612.41544,-12.825,44.313350250058434,-0.008580382093637788,0.109316,0.1123755,4.7070176927616,0.7821914751171613,0.7821914751171613,3.4379418524887613,0.14656195916172157,0.05501111111111111,0.20727222222222222,uptrend,1,0,haussier,352,0,0,30,,,16.6,55.0,22.0,78.5,62.5,48.2,False,
NIGHTUSDT,NIGHT,Etabli,89,0.0379,3515254.66524,2.211,39.10661116707721,-0.00022715655107481258,,,1.0229716387563872,0.30656653186982474,0.2746004236472173,0.013504661818589938,,0.037503999999999996,0.051727333333333333,,0,0,neutre,39,0,0,60,,,36.1,36.0,52.5,74.0,50,48.19,False,BNB Chain Ecosystem|Layer 1 (L1)|Cardano Ecosystem|Zero Knowledge (ZK)|Privacy Blockchain
MMTUSDT,MMT,Speculative,714,0.1328,1108615.73331,-9.041,57.2998393103266,0.002079378343390041,0.12018000000000001,,1.2118094161014479,0.5558835934204976,0.4335723323492197,0.8863550489000276,0.5828684152118464,0.11041944444444445,0.19528611111111113,,0,0,neutre,166,0,0,60,,,11.5,54.0,49.0,74.0,50,48.16,False,Decentralized Exchange (DEX)|Exchange-based Tokens|Decentralized Finance (DeFi)|Sui Ecosystem|Coinbase Ventures Portfolio
FUSDT,F,Speculative,,0.00557,387067.56197,-2.452,58.20842515911351,7.731354964219098e-05,0.0053796,,0.46303191637162866,0.3029871977240398,0.20056899004267423,0.598580101702112,0.6465173625262016,0.005064444444444444,0.006790833333333333,double_bottom_90d|downtrend,1,1,mixte,176,0,0,30,,,11.8,54.0,83.5,47.0,50.0,47.99,False,
MOVEUSDT,MOVE,Mid,387,0.0189,794976.02708,-1.563,50.29528542343307,0.0002526796201188248,0.01958,0.0413185,0.6297353132691224,0.5305555555555556,0.48333333333333334,0.8047791445825907,0.7407477250846348,0.017616666666666666,0.03233055555555556,,0,0,neutre,365,0,0,60,,,31.0,46.0,51.5,63.5,50,47.93,False,Infrastructure|Smart Contract Platform|Layer 1 (L1)|Ethereum Ecosystem|Zero Knowledge (ZK)
BANANAS31USDT,BANANAS31,Mid,302,0.009868,4015684.778309,-4.602,45.451517750539224,-0.0001862529747421765,0.009920179999999999,0.0052984,1.7698090674214002,0.4064549986880084,0.3527289425347678,0.7622011732636312,0.19706516503515853,0.0037758055555555553,0.013018666666666666,downtrend,0,1,baissier,365,0,0,30,,,31.0,54.0,41.5,68.0,37.5,47.85,False,BNB Chain Ecosystem|Meme|Binance Alpha Spotlight
STEEMUSDT,STEEM,Speculative,641,0.05912,261219.858959,-1.17,51.21195799802345,0.00018424903207720986,0.0597282,0.07093055,0.4599737093182336,0.31547619047619047,0.25119798234552326,0.39403398226002395,0.3885280639351972,0.05065833333333333,0.06753416666666666,macd_bullish_cross|doji_4h,1,0,haussier,3677,0,0,30,,,27.0,37.0,83.5,47.0,62.5,47.8,False,SocialFi
RIFUSDT,RIF,Speculative,515,0.0441,577365.9869,-2.217,65.13956613552224,0.0010870456965586107,0.036404,0.038813,0.8372627981694044,0.34004474272930646,0.03947368421052638,0.3627678925486354,0.3901691091308017,0.03206388888888889,0.04241111111111111,downtrend,0,1,baissier,365,0,0,60,,,17.0,48.0,77.5,63.5,37.5,47.75,False,Solana Ecosystem|Arbitrum Ecosystem|Ethereum Ecosystem|Base Ecosystem|Rootstock Ecosystem
币安人生USDT,币安人生,Mid,112,0.455,178271127.89305,26.635,96.66983678736598,0.03599638094345568,0.097706,,2.600712009317966,0.804586717630196,0.0,2.771944250865134,0.34772848767681136,0.048666666666666664,0.22730833333333333,breakout_30d|downtrend,1,1,mixte,102,0,0,30,,,23.8,45.0,41.5,78.5,50.0,47.68,True,BNB Chain Ecosystem|Meme|Binance Alpha Spotlight|Chinese Meme|Four.meme Ecosystem (BNB Memes)
CFGUSDT,CFG,Mid,227,0.2384,4359306.27205,6.858,63.11277462817924,0.0032248687444128288,,,1.276642102792067,0.2913978494623656,0.009263157894736758,0.26801565413960154,,0.13204615384615384,0.2326,,0,0,neutre,34,0,0,30,,,21.9,45.0,57.0,68.0,50,47.54,False,Ethereum Ecosystem|Real World Assets (RWA)|Coinbase Ventures Portfolio|Circle Ventures Portfolio|Galaxy Digital Portfolio
WLFIUSDT,WLFI,Etabli,38,0.0791,8269160.98684,-4.469,29.295718018576522,-0.0006630597593707318,0.09665800000000001,0.132499,0.6265914812126069,0.5607843137254902,0.5579831932773109,0.6496296649286964,0.5276352686833127,0.0874111111111111,0.15459444444444445,downtrend,0,1,baissier,230,0,0,60,,,41.3,28.0,55.0,84.5,37.5,47.44,False,BNB Chain Ecosystem|Solana Ecosystem|Ethereum Ecosystem|Stablecoin Issuer|Made in USA
DCRUSDT,DCR,Mid,127,20.61,449354.16477,-3.194,43.12048856000033,0.16330850947881737,24.2346,22.204250000000002,0.8261742384944439,0.41968457943925236,0.3963200934579439,0.36020080259694337,0.3681505957282343,18.968333333333334,29.857499999999998,double_bottom_90d|downtrend|doji_4h,1,1,mixte,3722,0,0,60,,,41.0,36.0,68.5,53.0,50.0,47.38,False,Smart Contract Platform|Privacy Coins|Layer 1 (L1)|Proof of Stake (PoS)|Proof of Work (PoW)
ZKCUSDT,ZKC,Speculative,,0.0745,822390.70246,-5.577,51.930080633229345,0.0012022345441868722,0.07645400000000001,0.1348115,0.6657198888588188,0.5637805684071381,0.5049570389953735,0.9063085040277773,0.47884139532480535,0.06974444444444444,0.11629166666666665,double_bottom_90d|hammer_4h,2,0,haussier,216,0,0,30,,,12.9,46.0,55.0,57.5,75.0,47.38,False,
BTTCUSDT,BTTC,Speculative,,3.2e-07,601216.00493958,0.0,47.68043584292037,9.721205493953032e-10,3.27e-07,4.0194999999999997e-07,0.5011086680872581,0.2619047619047619,0.23809523809523808,0.7898874982513909,0.5893457223711361,3.15e-07,3.9416666666666667e-07,double_top_90d,0,1,baissier,365,0,0,30,,,17.0,46.0,83.5,57.5,37.5,46.85,False,
SAGAUSDT,SAGA,Speculative,,0.02345,8552282.207882,-15.556,30.382895461903942,-0.00023539077968237556,0.029887999999999998,0.0663475,0.8243536951327193,0.6149501661129568,0.6149501661129568,9.651594849838121,0.6681851737840023,0.027293611111111112,0.04618333333333333,breakdown_30d|macd_bearish_cross|uptrend,1,2,baissier,365,0,0,30,,,17.0,46.0,55.0,78.5,37.5,46.77,False,
TRUUSDT,TRU,Speculative,,0.0049,1430226.5733,-5.769,41.943667959272034,-0.0002496484524624172,0.005607999999999999,0.010949,2.5851884774023772,0.5368421052631579,0.4842105263157895,2.858793454202096,0.3793207339782903,0.0046166666666666665,0.008944444444444444,macd_bearish_cross|double_bottom_90d,1,1,mixte,365,0,0,30,,,17.0,55.0,38.5,68.0,50.0,46.77,False,
ZAMAUSDT,ZAMA,Mid,420,0.02719,2877788.34394,-6.852,54.63286863398296,0.0004682083764935116,0.023136200000000003,,1.1298004790946585,0.4874258265046623,0.230856174060469,0.07451858515504221,,0.019257333333333335,0.030395666666666665,downtrend,0,1,baissier,76,0,0,60,,,23.1,45.0,52.5,74.0,37.5,46.42,False,BNB Chain Ecosystem|Solana Ecosystem|Ethereum Ecosystem|Cross-chain Communication|Binance Wallet IDO
GNOUSDT,GNO,Mid,134,124.13,127657.73511,-0.902,52.5117173213564,0.5230068504348055,125.693,128.7009,0.45283853914703326,0.31817547775142974,0.14431496931669313,0.7131500755413799,0.8654565835052387,114.38888888888889,138.75416666666666,macd_bullish_cross|double_top_90d|downtrend|doji_4h,1,2,baissier,365,0,0,30,,,31.0,46.0,75.5,47.0,37.5,46.35,False,
ROBOUSDT,ROBO,Mid,489,0.02082,8102879.70614,-10.259,47.6620814395785,0.00133292854541197,,,1.228923618246298,0.631578947368421,0.515426497277677,0.29190626003255654,,0.01740777777777778,0.04313722222222222,,0,0,neutre,46,0,0,30,,,22.3,45.0,34.5,78.5,50,46.33,False,Artificial Intelligence (AI)|BNB Chain Ecosystem|Ethereum Ecosystem|Base Ecosystem|Virtuals Protocol Ecosystem
IDUSDT,ID,Speculative,,0.0326,1164505.1066,-3.835,44.432767469029876,0.0005538168454843335,0.037264,0.0701275,0.6431657397534474,0.5568513119533528,0.5233236151603499,3.429699862509282,0.7525245718700474,0.03215,0.062975,downtrend,0,1,baissier,365,0,0,30,,,17.0,55.0,47.0,68.0,37.5,46.17,False,
ARDRUSDT,ARDR,Speculative,513,0.04427,60914.41151,-0.873,50.15973826021369,0.00017044235932857588,0.0444576,0.0561141,0.3714292376925308,0.31625761818481307,0.27705485093065396,0.4511838768260963,0.6508318273796607,0.04211555555555555,0.05801722222222223,doji_4h,0,0,neutre,3029,0,0,30,,,27.0,37.0,83.5,47.0,50,45.92,False,Infrastructure|Smart Contract Platform
COWUSDT,COW,Mid,282,0.1892,634765.25529,-4.972,37.45510267696001,-0.002114694458072283,0.217964,0.2140585,0.6102320024111854,0.40290226205719165,0.23574297188755022,0.760114151538982,0.6839619682263851,0.17049999999999998,0.24210833333333331,macd_bearish_cross|downtrend,0,2,baissier,365,0,0,30,,,31.0,45.0,73.0,57.5,25.0,45.9,False,Decentralized Exchange (DEX)|Exchange-based Tokens|Decentralized Finance (DeFi)|BNB Chain Ecosystem|Polygon Ecosystem
PIVXUSDT,PIVX,Speculative,,0.0814,561028.5034,1.496,44.373350201553,-0.000671174228062725,0.08511200000000001,0.144879,0.8135004121267081,0.6153055983564458,0.5844889573703134,1.7877237928566703,0.5597433514189957,0.07855277777777778,0.1524611111111111,macd_bearish_cross|double_top_90d|uptrend,1,2,baissier,365,0,0,30,,,17.0,55.0,55.0,57.5,37.5,45.27,False,
PROVEUSDT,PROVE,Mid,494,0.2372,886657.13184,-3.105,51.0141089937043,0.004284385934353891,0.25295,0.43385599999999996,1.124200946346215,0.4578069732187973,0.39161192521475496,0.6365006757376934,0.6449596801087419,0.2245027777777778,0.3641611111111111,downtrend,0,1,baissier,257,0,0,30,,,28.0,46.0,58.0,57.5,37.5,45.23,False,Infrastructure|BNB Chain Ecosystem|Ethereum Ecosystem|Zero Knowledge (ZK)|Binance Alpha Spotlight
CVXUSDT,CVX,Mid,201,1.843,492154.732453,-4.853,53.141930725316634,0.02016661810864701,1.8627799999999999,2.0166,0.6631913784009108,0.3243125272806634,0.19835426591598102,0.3997327204883456,0.7294533313314192,1.6721666666666666,2.1851666666666665,double_top_90d|uptrend,1,1,mixte,365,0,0,60,,,31.0,37.0,65.0,53.0,50.0,45.15,False,Decentralized Finance (DeFi)|Yield Farming|Yield Aggregator|Ethereum Ecosystem|Metagovernance
LAUSDT,LA,Speculative,654,0.1643,604693.88349,-4.974,40.893218899721305,0.001828806950041735,0.199998,0.3003715,0.7905605515615182,0.5140625,0.484375,0.7355367029440018,0.4009640442233827,0.16730555555555554,0.2954111111111111,macd_bullish_cross|double_bottom_90d|downtrend,2,1,haussier,284,0,0,60,,,14.8,37.0,59.5,63.5,62.5,45.06,False,Artificial Intelligence (AI)|BNB Chain Ecosystem|Ethereum Ecosystem|Zero Knowledge (ZK)|Binance HODLer Airdrops
ACHUSDT,ACH,Speculative,663,0.00627,679317.43858,-2.031,50.52024837882302,8.338216861316042e-05,0.0065249999999999996,0.00946415,0.5277288678262368,0.533279871692061,0.49478748997594224,0.7198297350488202,0.6769608314203972,0.006028055555555556,0.010331111111111112,downtrend,0,1,baissier,365,0,0,30,,,17.0,46.0,70.0,57.5,37.5,44.83,False,BNB Chain Ecosystem|Ethereum Ecosystem|Payment Solutions|DWF Labs Portfolio|Made in China
BERAUSDT,BERA,Mid,288,0.414,2152459.535526,-6.335,43.34959941416123,0.007793670276737809,0.50002,0.95363,0.660984962033283,0.6071428571428571,0.5609243697478992,0.7513047510585554,0.39187078031667516,0.40819444444444447,0.7803055555555556,downtrend|doji_4h,0,1,baissier,365,0,0,30,,,31.0,37.0,55.0,68.0,37.5,44.78,False,
USDPUSDT,USDP,Speculative,541,0.9996,8487.2038,0.0,44.31438941628314,-6.399555556444372e-05,0.999934,1.000019,0.0053355322714450605,0.0023964053919122005,0.001897154268597117,0.09540210667112523,-0.015649105569700023,0.9995361111111111,1.001125,support_bounce|resistance_test|uptrend|doji_4h,2,1,haussier,365,0,0,30,,,17.0,28.0,94.0,47.0,62.5,44.67,False,
MANTRAUSDT,MANTRA,Mid,452,0.01096,1127942.95565,-4.613,36.44609884354512,0.0003542210310589727,,,0.7404574155220565,0.564891846921797,0.538269550748752,0.2514583835315423,,0.010466666666666668,0.019041666666666665,doji_4h,0,0,neutre,46,0,0,60,,,22.3,36.0,45.0,74.0,50,44.3,False,Smart Contract Platform|Layer 1 (L1)|Real World Assets (RWA)
ALLOUSDT,ALLO,Speculative,,0.11,857474.68381,-2.913,52.82452518709806,0.0008692692560849329,0.113566,,0.7604092660071615,0.43844492440604754,0.16988130563798223,0.3521803202349417,0.45037536251007326,0.06888611111111112,0.12691388888888888,downtrend|doji_4h,0,1,baissier,159,0,0,30,,,11.4,45.0,73.0,57.5,37.5,43.85,False,
BNSOLUSDT,BNSOL,Speculative,,96.1,314915.6932,-3.514,52.96093708553973,0.8673710268201975,94.796,138.191,0.6010670920935804,0.4151846785225718,0.3426812585499316,0.28659921095120094,0.9263578500914109,87.4388888888889,128.70277777777778,downtrend,0,1,baissier,365,0,0,30,,,17.0,57.0,54.5,47.0,37.5,43.7,False,
BANKUSDT,BANK,Speculative,,0.0358,675886.80338,-7.254,50.040760843415775,0.0004534417062470199,0.03775,,2.8721019175331612,0.49464285714285716,0.33928571428571436,0.6614986200657567,0.11960381523422359,0.03138888888888888,0.05104444444444444,,0,0,neutre,157,0,0,30,,,11.3,54.0,41.5,57.5,50,43.69,False,
HOMEUSDT,HOME,Mid,389,0.01833,397034.12777,-4.73,40.6434322122581,0.00013776539045865042,0.0217006,0.02450885,0.6572886467312556,0.41808981657179006,0.4123972169512967,0.5067132122080135,0.4465585664962793,0.01894527777777778,0.030619999999999998,downtrend|doji_4h,0,1,baissier,311,0,0,60,,,29.5,37.0,68.5,53.0,37.5,43.5,False,Decentralized Finance (DeFi)|BNB Chain Ecosystem|Solana Ecosystem|Base Ecosystem|Account Abstraction
BARDUSDT,BARD,Mid,306,0.313,2742293.78143,-7.451,34.05846943407481,0.021903543561408695,0.6531480000000001,0.7369635,0.9546383958734918,0.8238756769484341,0.8119849305392041,1.0,0.37151775547325716,0.3235277777777778,1.1432694444444444,,0,0,neutre,213,0,0,60,,,26.8,28.0,49.0,74.0,50,43.42,False,Decentralized Finance (DeFi)|BNB Chain Ecosystem|Ethereum Ecosystem|Binance HODLer Airdrops|BTCfi Protocol
MDTUSDT,MDT,Speculative,,0.00603,776514.130428,-3.828,29.592026532290816,-0.00011501715067991042,0.008979599999999999,0.01319205,1.178649122947786,0.5230288836846214,0.5230288836846214,2.138450985864207,0.475873781370173,0.0075919444444444446,0.012551388888888888,rsi_bullish_divergence|double_top_90d|doji_4h,1,1,mixte,365,0,0,30,,,17.0,46.0,44.5,57.5,50.0,42.88,False,
OXTUSDT,OXT,Speculative,,0.0107,924835.174,2.885,34.37736885886741,-0.0001529500656822461,0.015112,0.025384000000000004,0.9304563469236501,0.5454545454545454,0.5108225108225108,4.862857080428631,0.5695578905591003,0.012719444444444443,0.021222222222222222,downtrend,0,1,baissier,365,0,0,30,,,17.0,46.0,55.0,57.5,37.5,42.58,False,
KITEUSDT,KITE,Mid,156,0.1427,4600913.66663,-3.123,44.73965102598264,0.004030571953044314,0.195882,,1.688205442957139,0.5760399334442595,0.5171381031613976,0.3472655471668055,0.24023667477142802,0.11916666666666667,0.2699972222222222,double_bottom_90d|downtrend,1,1,mixte,167,0,0,60,,,25.6,36.0,28.0,74.0,50.0,42.42,False,Artificial Intelligence (AI)|BNB Chain Ecosystem|Layer 1 (L1)|Avalanche Ecosystem|Ethereum Ecosystem
ESPUSDT,ESP,Speculative,549,0.07582,677021.11056,-3.708,43.68734116347557,0.0006345589799205591,0.0925184,,0.8942480735137058,0.5953689821755789,0.5782108945527237,0.06959684643083741,,0.0652276923076923,0.13413653846153847,uptrend|doji_4h,1,0,haussier,66,0,0,60,,,8.8,36.0,45.0,63.5,62.5,41.39,False,Infrastructure|Arbitrum Ecosystem|Ethereum Ecosystem|Rollups-as-a-Service (RaaS)|Binance Wallet IDO
XVGUSDT,XVG,Mid,431,0.003439,1900594.390539,-9.95,29.318090821078442,-7.153568980602148e-05,0.00484834,0.0060058,1.0136508786161724,0.5483088704530951,0.5483088704530951,1.4428922053748112,0.6022125934526658,0.004339638888888889,0.006911583333333334,macd_bearish_cross|downtrend,0,2,baissier,365,0,0,30,,,31.0,37.0,44.5,68.0,25.0,41.33,False,
