symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d,outperf_prob_7d,bull_prob_7d_legacy,score_model,market_regime,alt_index_30d,alt_index_90d
MTLUSDT,MTL,Speculative,683,0.3522,363729.60553,2.862,68.71211334909471,0.0045686958347748545,0.24862000000000006,0.26060999999999984,1.3195912818093307,0.22457627118644066,0.003396546844041831,2.7784237654080126,0.48341294844435434,0.19697222222222227,0.30598611111111107,uptrend,1,0,haussier,365,0,0,30,,,17.0,75.0,79.0,47.0,60.8,50.2,58.34,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Près du plus haut 90j (résistance),32967609,32967609,93397746.0,93397746.0,,100.0,,,,50.2,69,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CELRUSDT,CELR,Speculative,817,0.003087,735542.5951498,0.227,64.08863075002176,6.561906685689182e-05,0.0023227399999999994,0.00231017,1.5172221714617178,0.2451580020387361,0.07857783089333738,0.5116320552939542,0.3017542914342539,0.0016237777777777778,0.002785194444444444,golden_cross,1,0,haussier,365,0,0,30,,,17.0,82.0,68.5,57.5,61.7,50.2,59.28,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Volume ×0.5 (épuisement),24348275,30752774,7917424106.9911995,10000000000.0,10000000000.0,79.2,15393792,$15M,3.69,50.2,68,ml_gb+alt_blend,Altseason en formation,83.0,64.3
LUNAUSDT,LUNA,Speculative,607,0.0541,1244651.810975,0.745,61.144480599785446,0.0006530917492127484,0.04664200000000001,0.05335349999999999,0.8049632589774103,0.20355731225296436,0.04078014184397157,1.3346908724503508,0.43644767313925065,0.041286111111111114,0.05214166666666666,,0,0,neutre,365,0,0,30,,,17.0,75.0,89.5,68.0,50,50.2,61.91,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Près du plus haut 90j (résistance),38415148,64209192,709984438.91686,1186707049.0,,59.8,,,,50.2,67,ml_gb+alt_blend,Altseason en formation,83.0,64.3
XNOUSDT,XNO,Mid,495,0.379,206861.96179,-1.302,53.788168183321595,0.005858922179168527,0.3730200000000001,0.4077150000000001,0.9569400454510395,0.3526970954356846,0.21784232365145226,1.018749528479819,0.2822034357170949,0.31675,0.4351666666666667,double_bottom_90d,1,0,haussier,365,0,0,30,,,31.0,75.0,67.0,47.0,59.5,50.2,58.88,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,0,,,50276270,50276270,133248297.0,133248297.0,133248297.0,100.0,,,,50.2,66,ml_gb+alt_blend,Altseason en formation,83.0,64.3
EDENUSDT,EDEN,Speculative,775,0.06211,662527.723536,-3.376,60.64253148134151,0.0013149227257336278,0.0540514,0.04577469999999999,0.9287077568187958,0.3924174594292109,0.13122551762730833,0.2831818308878894,0.23278542102892713,0.03966083333333334,0.06364416666666667,hammer_4h,1,0,haussier,362,0,0,30,,,16.9,73.0,67.0,57.5,60.7,50.2,55.52,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Volume ×0.3 (épuisement),26361994,62001556,425182782.6148177,1000000000.0,1000000000.0,42.5,,,,50.2,65,ml_gb+alt_blend,Altseason en formation,83.0,64.3
USTCUSDT,USTC,Speculative,670,0.00605,406839.54532,0.166,62.513016891086586,5.7219249132067524e-05,0.0053286,0.00555345,0.6178418936439496,0.18568994889267457,0.0016528925619834038,0.855855704228071,0.5372266897613455,0.0049113888888888905,0.005893333333333335,,0,0,neutre,365,0,0,30,,,17.0,66.0,89.5,47.0,50,50.2,56.92,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Près du plus haut 90j (résistance),33659266,36702167,5572267009.365909,6076011949.674069,,91.7,,,,50.2,64,ml_gb+alt_blend,Altseason en formation,83.0,64.3
RAYUSDT,RAY,Mid,107,2.0553,7221689.73454,-4.569,74.65280309942872,0.03679134440923018,1.089864,0.7736064999999998,1.8252775758570685,0.2619589977220956,0.02164625462831096,1.6453065868244068,0.41774290452699003,0.6095,1.6597249999999997,,0,0,neutre,365,0,0,30,,,31.0,91.0,56.5,78.5,50,50.2,64.17,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,RSI 75 (surachat)|Près du plus haut 90j (résistance),556913394,1145875248,269738729.766044,555000000.0,555000000.0,48.6,1350723317,$1.4B,5.86,50.2,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
IOTXUSDT,IOTX,Speculative,660,0.003603,277337.472321,0.139,59.866218688033285,4.1988525143087996e-05,0.0029716800000000004,0.0036282199999999975,1.0195128619826954,0.31893687707641194,0.06551009839461423,0.5108413125729102,0.40313687465843234,0.002238888888888889,0.0034055277777777773,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,17.0,66.0,67.0,47.0,60.8,50.2,52.13,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Volume ×0.5 (épuisement),34077971,34077971,9441368550.0,9441368555.0,10000000000.0,100.0,,,,50.2,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
1000CHEEMSUSDT,1000CHEEMS,Speculative,,0.000566,246601.65749,1.071,60.78596960992765,4.832493966748038e-06,0.0005232,0.000525315,0.5839277190003526,0.12717770034843195,0.019064124783362304,0.16953204749899098,0.6299118021521638,0.0004623611111111109,0.0005579722222222223,,0,0,neutre,365,0,0,30,,,17.0,57.0,100.0,47.0,50,50.2,56.15,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,50.2,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
TREEUSDT,TREE,Speculative,,0.0491,478599.91466,2.079,64.83974169667454,0.000559390577791394,0.040046000000000005,0.05124799999999999,0.884477342242713,0.2639821029082774,0.0,0.4063032832610552,0.4628955942230775,0.03439444444444444,0.04654444444444444,uptrend,1,0,haussier,365,0,0,30,,,17.0,57.0,77.5,47.0,60.8,50.2,51.36,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),,,,,,,75575820,$76M,2.04,50.2,62,ml_gb+alt_blend,Altseason en formation,83.0,64.3
STRKUSDT,STRK,Mid,148,0.04226,4130836.5254258,2.374,62.80527092617628,0.00048518041827118243,0.029405399999999995,0.03373485,1.8504613504967853,0.29561128526645764,0.12587701196863393,0.9210229173298282,0.4976537794855359,0.023727500000000006,0.037017777777777774,uptrend,1,0,haussier,365,0,0,30,,,31.0,66.0,52.0,68.0,60.8,50.2,53.7,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,0,,,310525372,422448693,7350605580.091965,10000000000.0,10000000000.0,73.5,239099071,$239M,1.62,50.2,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
FIDAUSDT,FIDA,Speculative,856,0.02227,351084.593893,1.412,63.269232851371726,0.0002205632197933928,0.0192698,0.019782050000000002,0.7568195285076508,0.24393530997304572,0.0,0.3783341799507815,0.5496693418108669,0.017331666666666665,0.022198611111111113,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,17.0,57.0,89.5,47.0,47.0,50.2,53.43,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,6,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,22091844,22091844,990910562.663854,990910562.663854,1000000000.0,100.0,,,,50.2,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
UMAUSDT,UMA,Speculative,597,0.424,331197.9937,4.177,63.59817277548769,0.003933183067362135,0.36627999999999994,0.40326000000000006,0.6374169294243185,0.19849246231155782,0.0,0.8106282584988224,0.5944617446911166,0.33033333333333337,0.40297222222222223,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,66.0,89.5,47.0,36.2,50.2,56.1,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,39436130,55926409,92593779.01371078,131312009.6671774,,70.5,,,,50.2,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
RIFUSDT,RIF,Mid,315,0.0893,298447.0458,-2.404,58.92083149258607,0.0007210133316558794,0.07794,0.071608,0.6787238108977639,0.5297491039426523,0.36129032258064525,0.06138677745468113,0.00740275807605319,0.068025,0.13108611111111107,,0,0,neutre,365,0,0,30,,,31.0,73.0,53.5,47.0,50,50.2,54.31,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Volume ×0.1 (épuisement),89148695,89148695,1000000000.0,1000000000.0,,100.0,,,,50.2,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ZILUSDT,ZIL,Mid,367,0.003821,641538.7896962,1.353,68.12861753090894,7.023084028488959e-05,0.0028072199999999996,0.003346259999999998,0.9435288865181448,0.28924050632911386,0.016975308641975332,0.859293334373983,0.3210915313361886,0.002356222222222223,0.003425083333333333,uptrend,1,0,haussier,365,0,0,30,,,31.0,57.0,77.5,57.5,60.8,50.2,55.71,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Près du plus haut 90j (résistance),74599888,78727673,19513551525.0,20593363094.33038,21000000000.0,94.8,,,,50.2,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
DRAMBUSDT,DRAMB,Speculative,913,62.21,419604.2021,0.355,58.448546997728386,0.3063651163554406,57.51660000000001,,0.5110198322322329,0.3130833970925784,0.04804896710022944,0.03069042953839454,,49.98562499999999,62.2228125,uptrend|doji_4h,1,0,haussier,82,0,0,30,,,9.2,45.0,78.0,47.0,60.8,50.2,45.12,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,Volume ×0.0 (épuisement)|Près du plus haut 90j (résistance),20141084,20141084,323939.3368704,323939.3368704,,100.0,,,,50.2,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SOLVUSDT,SOLV,Speculative,830,0.00427,238512.90296,1.185,54.4594124142597,-0.00010508321501302248,0.003391799999999999,0.0035166999999999976,1.37722559393769,0.2763157894736842,0.20964749536178107,0.13172199136467433,0.12225816594113882,0.0023244444444444454,0.0045294444444444444,uptrend,1,0,haussier,365,0,0,30,,,17.0,57.0,56.5,47.0,60.8,50.2,46.29,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,3,,Volume ×0.1 (épuisement),23548822,41169965,5525426667.0,9660000000.0,9660000000.0,57.2,540351047,$540M,3.5,50.2,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
IMXUSDT,IMX,Mid,231,0.166,1183651.402587,3.491,72.8803061511492,0.0035301616176247885,0.12550799999999998,0.14262300000000008,0.729889939615054,0.308011049723757,0.0,1.0289590171132232,0.604714605284167,0.10761388888888893,0.14528333333333332,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,31.0,66.0,77.5,68.0,47.0,50.2,59.03,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,6,⚠️ Surveiller,RSI 73 (surachat)|Près du plus haut 90j (résistance)|Divergence RSI baissière,146351133,332815883,879472049.1198139,2000000000.0,2000000000.0,44.0,30418076,$30M,10.58,50.2,58,ml_gb+alt_blend,Altseason en formation,83.0,64.3
LITEBUSDT,LITEB,Speculative,,935.03,495532.91247,-1.227,53.29955446831951,0.8192841063433995,902.2703999999999,,0.6881191108190229,0.30373891665792807,0.05234338558883774,0.0909248655915487,,705.3657142857143,956.164857142857,uptrend,1,0,haussier,89,0,0,30,,,9.4,45.0,67.5,47.0,60.8,50.2,42.63,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Volume ×0.1 (épuisement),,,,,,,,,,50.2,57,ml_gb+alt_blend,Altseason en formation,83.0,64.3
FILUSDT,FIL,Etabli,85,1.0872,14458519.627793,5.41,66.3451450291978,0.014512552785119745,0.79484,0.8434580000000005,1.195177815159895,0.21588089330024818,0.0,0.989059154993578,0.505994681700871,0.673688888888889,0.931011111111111,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,45.0,57.0,79.0,78.5,47.0,50.2,60.43,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,905050564,2131137467,831109768.0,1957027679.0,,42.5,,,,50.2,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
COINBUSDT,COINB,Speculative,973,195.81,436458.21195,-2.339,57.641138847232284,0.9844087900639753,176.6032,,0.8396897861567068,0.18005759132742372,0.03131493024636383,0.11001902648985924,,148.418125,194.31968750000001,doji_4h,0,0,neutre,82,0,0,30,,,9.2,45.0,79.5,47.0,50,50.2,44.84,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,Volume ×0.1 (épuisement)|Près du plus haut 90j (résistance),17444870,17444870,89211.16068494001,89211.26458398,,100.0,,,,50.2,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MANAUSDT,MANA,Mid,204,0.0922,760109.2473,0.875,68.12911513854908,0.0014867157008639107,0.074038,0.07867100000000002,0.6425413377026619,0.14979757085020243,0.01075268817204302,0.5226107996405703,0.501969518899858,0.06428333333333333,0.08143055555555558,downtrend,0,1,baissier,365,0,0,30,,,31.0,57.0,89.5,57.5,34.4,50.2,57.02,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),180269553,201887644,1958334092.8307714,2193179327.320146,,89.3,,,,50.2,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ZBTUSDT,ZBT,Speculative,727,0.0911,561043.84362,1.788,58.68145194039596,0.0015868494139002496,0.083648,0.1117289999999999,0.6396562342013722,0.6067056945183609,0.5162320383182545,0.22011561741305247,0.010691515796406622,0.0772527777777778,0.13425,,0,0,neutre,345,0,0,30,,,16.5,57.0,49.0,57.5,50,50.2,44.53,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Volume ×0.2 (épuisement),29320142,90797861,322916660.0,1000000000.0,1000000000.0,32.3,62500098,$63M,-0.36,50.2,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GALAUSDT,GALA,Mid,275,0.002203,3178629.189557,4.408,64.37275945415121,4.1611096314595614e-05,0.0018019599999999996,0.0025626050000000012,0.9635407244147308,0.44329073482428116,0.11741214057507986,0.9977136976399517,0.5463227529057975,0.0016246388888888888,0.0022506388888888884,rsi_bearish_divergence|downtrend,0,2,baissier,365,0,0,30,,,31.0,66.0,73.0,68.0,20.6,50.2,56.36,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Divergence RSI baissière,110809571,110809571,50199655654.0784,50199655654.0784,50000000000.0,100.0,,,,50.2,54,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BCHUSDT,BCH,Etabli,21,338.1,20602954.5902,0.416,73.98472966977954,11.505648761706107,248.91599999999988,313.74100000000016,1.1658196415385642,0.24852686308492197,0.020863517820921603,0.5258893390549646,0.5889093551146881,205.4944444444445,286.7,downtrend,0,1,baissier,365,0,0,30,,,45.0,57.0,79.0,78.5,34.4,50.2,59.67,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,6,⚠️ Surveiller,RSI 74 (surachat)|Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),6791300465,6791389181,20094721.77165077,20095015.52165077,21000000.0,100.0,,,,50.2,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SKLUSDT,SKL,Speculative,740,0.0047,526202.83034,1.732,66.35159277848182,7.496983788631795e-05,0.0038154000000000005,0.005017599999999999,0.7952129351534171,0.3319672131147541,0.03688524590163927,0.6400101138095287,0.3443054227367746,0.0034449999999999997,0.004619166666666667,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,57.0,77.5,57.5,36.2,50.2,50.73,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,28579822,30111913,6094019337.0,6420704156.755608,7000000000.0,94.9,,,,50.2,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SNXXBUSDT,SNXXB,Speculative,,17.46,2251686.5716,-2.075,54.507632182332046,0.06727975971911637,15.054199999999994,,1.4349832510105454,0.6356756756756756,0.12774451097804385,0.026392206118132963,,9.086153846153847,18.546538461538457,,0,0,neutre,67,0,0,30,,,8.8,45.0,43.5,68.0,50,50.2,37.72,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,2,,Volume ×0.0 (épuisement),,,,,,,,,,50.2,50,ml_gb+alt_blend,Altseason en formation,83.0,64.3
0GUSDT,0G,Mid,456,0.265,1993354.896134,4.208,75.71948557690949,0.005107863808746244,0.18702600000000003,0.3411414999999999,1.3843332383930498,0.3727272727272727,0.0,0.7618181861015465,0.3375305838037479,0.14618888888888887,0.2288083333333334,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,31.0,48.0,67.0,68.0,70.3,50.2,51.27,-2.1,≈ Neutre vs BTC,False,False,,0,,,,50.2,4,⚠️ Surveiller,RSI 76 (surachat)|Près du plus haut 90j (résistance),56534874,265173301,213199722.0,1000000000.0,,21.3,,,,50.2,49,ml_gb+alt_blend,Altseason en formation,83.0,64.3
FLOWUSDT,FLOW,Mid,465,0.03247,1934043.8914408,0.807,60.57728054566184,0.0003316200956528506,0.029361600000000005,0.03151065,0.7113349923216011,0.19701583434835565,0.025895814513700887,2.09678082370773,0.3906864097242857,0.025505000000000003,0.0316936111111111,uptrend,1,0,haussier,365,0,0,30,,,31.0,84.0,89.5,68.0,60.8,50.1,69.38,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,2,,Près du plus haut 90j (résistance),54611869,54611869,1691717260.6068075,1691717260.606807,,100.0,4373255,$4M,-0.56,50.1,76,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BOMEUSDT,BOME,Mid,376,0.001055,1654166.7642777,-0.265,59.494217638039004,1.3435971041678377e-05,0.0009314459999999998,0.0005894974999999998,0.9523913352134311,0.32275218849709564,0.13728217295263018,0.2603756404883273,0.42571652894796375,0.0004101166666666666,0.001096113888888889,,0,0,neutre,365,0,0,30,,,31.0,73.0,73.0,68.0,50,50.1,60.7,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,2,,Volume ×0.3 (épuisement),72764899,72764899,68999659569.0,68999659569.0,68999659569.0,100.0,,,,50.1,64,ml_gb+alt_blend,Altseason en formation,83.0,64.3
STRAXUSDT,STRAX,Speculative,776,0.01193,279959.98075,2.053,63.63179466073617,9.358763083662156e-05,0.009710399999999998,0.011131900000000002,0.9530611289141375,0.19120000000000012,0.04720000000000002,0.5720701021921012,0.5414105153333197,0.008440833333333333,0.011193333333333331,,0,0,neutre,365,0,0,30,,,17.0,66.0,89.5,47.0,50,50.1,56.92,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,4,⚠️ Surveiller,Volume ×0.6 (épuisement)|Près du plus haut 90j (résistance),26344518,26345025,2210696235.5145383,2210752703.075958,,100.0,,,,50.1,64,ml_gb+alt_blend,Altseason en formation,83.0,64.3
AUCTIONUSDT,AUCTION,Speculative,731,3.912,321922.73753,1.216,65.03072199951842,0.040603030064582823,3.28584,3.9346600000000027,0.8286293359446435,0.19617647058823526,0.006625891946992814,0.5204518264152939,0.4918720768627566,2.8818055555555553,3.642166666666666,uptrend,1,0,haussier,365,0,0,30,,,17.0,57.0,89.5,47.0,60.8,50.1,54.26,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),29001045,29783042,7440409.148028981,7641035.648362741,10000000.0,97.4,,,,50.1,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GIGGLEUSDT,GIGGLE,Speculative,589,40.3,2569894.33593,-1.346,57.66841612707555,0.4854703252279884,36.513000000000005,31.46,0.8442314064269023,0.36526075212964887,0.16289216704757953,0.3271389624767833,0.14113335903864868,25.356944444444437,41.36583333333332,downtrend,0,1,baissier,337,0,0,30,,,16.2,73.0,67.0,68.0,34.4,50.1,54.62,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,2,,Volume ×0.3 (épuisement),40275155,40275155,1000000.0,1000000.0,1000000.0,100.0,,,,50.1,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BMNRBUSDT,BMNRB,Speculative,,27.28,1249311.2611,-4.18,58.487817040360824,0.07881782406115323,23.476200000000002,,0.932689207735569,0.1223241590214067,0.05474705474705469,0.4370984878406791,,18.116190476190482,27.231904761904758,doji_4h,0,0,neutre,53,0,0,30,,,8.5,45.0,79.5,68.0,50,50.1,46.32,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,2,,Volume ×0.4 (épuisement),,,,,,,,,,50.1,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
USUALUSDT,USUAL,Speculative,744,0.01463,784504.585854,3.392,67.2988641763483,0.00021660864188696824,0.011238600000000003,0.011645400000000004,0.7471479107659773,0.21406411582213028,0.0020491803278688873,0.28655691471433936,0.5453094154286561,0.008163611111111111,0.012924722222222223,,0,0,neutre,365,0,0,30,,,17.0,48.0,89.5,57.5,50,50.1,51.14,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance),28254214,28390740,1936231910.7265818,1945588314.93583,3000000000.0,99.5,88048769,$88M,0.21,50.1,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
AUDIOUSDT,AUDIO,Speculative,881,0.0146,624921.151092,3.767,69.58636913958442,0.00016106876540462065,0.012885799999999996,0.015890200000000004,0.41899040379164626,0.15985663082437282,0.0,0.9854064553195464,0.6906911001846002,0.01205333333333333,0.014264722222222224,downtrend,0,1,baissier,365,0,0,30,,,17.0,57.0,100.0,57.5,34.4,50.1,56.05,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,2,,Près du plus haut 90j (résistance),21297123,21297123,1459258692.0,1459258692.587064,,100.0,,,,50.1,56,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GMTUSDT,GMT,Speculative,759,0.00886,466601.424337,-0.113,66.15750279958138,0.00013746808929560305,0.007250599999999999,0.00891625,0.6989918371121853,0.261519302615193,0.012276785714285603,0.27901227123483685,0.6744494815431776,0.006424722222222222,0.008154444444444443,resistance_test|uptrend,1,1,mixte,365,0,0,30,,,17.0,48.0,77.5,47.0,48.5,50.1,47.31,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance),27552222,44930205,3111400155.0,5073850155.102167,6000000000.0,61.3,,,,50.1,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
FLUXUSDT,FLUX,Speculative,713,0.0729,389605.066517,3.258,80.58638445704992,0.0014612712133832695,0.05022200000000001,0.054367,0.663812446305958,0.20338983050847453,0.0,1.054997557899959,0.5443631934275021,0.039094444444444446,0.059361111111111114,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,17.0,57.0,89.5,47.0,60.8,50.1,54.26,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,6,⚠️ Surveiller,RSI 81 (surachat extrême)|Près du plus haut 90j (résistance),30637255,30640941,420185414.4991484,420241638.4991484,440000000.0,100.0,,,,50.1,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
KORUBUSDT,KORUB,Speculative,,21.48,2904083.5077,1.849,50.804347572094144,-0.011672031745507627,20.903599999999994,,1.1675947119291787,0.4341620626151013,0.1119834710743802,0.019610516982531516,,15.668461538461536,23.604230769230767,doji_4h,0,0,neutre,67,0,0,30,,,8.8,45.0,52.5,68.0,50,50.1,39.89,-2.2,≈ Neutre vs BTC,False,False,,0,,,,50.1,3,,Volume ×0.0 (épuisement),,,,,,,,,,50.1,52,ml_gb+alt_blend,Altseason en formation,83.0,64.3
